Job_Id,Creation_Date,Job_Title,Business_Unit,Country,City_or_Town,Institution,Qualifications_Type,Qualification_Name,Other_Qualifications,Professional_Qualification,General_Work_Experience,current_Salay,Expected_Salary,General_Availability,Gender,Current_Employer,Current_Title,Job_Experience_Level,Type_of_Employment,Eligibility_Namibia,Academic_Average,Campus_Hire_or_Experienced_Hire,Tax_Company_Experience,Interview_Score
63-570-5024,19/09/2023 6:43,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Zimbabwe,Harare,Namibia University of Science and Technology (NUST),Masters Degree,None,Assessment of Professional Competence,none,2 - 3 years,1002680,1072277,Available immediately,Male,Deloitte,Audit Senior,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
63-570-5024,07/11/2023 10:21,Manager / Senior Manager | Audit & Assurance,Audit Namibia,India,Gwalior,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,None,NA,M.Sc. Chemistry,4 - 5 years,1101243,822027,Available at 2-weeks’ notice,Male,Laborate Pharmaceutical India Ltd Since-Jan,G. Manager- Quality Control & Microbiology.,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,3.12
63-570-5024,13/04/2024 9:00,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Ghana,Accra,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,None,none,None,0 - 1 years,701447,683075,Available at 2-weeks’ notice,Female,Marlin Resort Limited,Accountant,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.12
63-570-5024,03/06/2024 13:24,Manager / Senior Manager | Audit & Assurance,Audit Namibia,United Kingdom,Watford,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,None,NA,CA (Nam),4 - 5 years,826534,766871,Available at three months' notice,Male,Pwc United Kingdom,Senior Assurance Associate/Assistant Manager,Mid-Senior Level,Full-time,Yes,50-60%,Experienced Hire,none,2.3
63-570-5024,17/07/2023 15:54,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Zimbabwe,Harare,International Training College Lingua,Honours Degree/Honours equivalent/Postgraduate Diploma,None,none,None,2 - 3 years,1210795,1226311,Available at three months' notice,Male,Deloitte,Audit Manager,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,5.93
63-570-5024,06/03/2024 8:53,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,None,none,None,5 - 7 years,951704,641447,Available at 2-weeks’ notice,Male,Namibia X-Ray And Imaging Technologies,Technical And Call Desk Controller,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,2.18
63-570-5024,19/06/2023 15:00,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,None,Computer certificate,Ca,1 - 2 years,823938,906879,Available immediately,Female,none,none,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
63-570-5024,04/07/2024 14:13,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Zimbabwe,Harare,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,None,ICAZ ITC,none,7-10 years,1194200,763569,Available at three months' notice,Female,none,none,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,2.1
63-570-5024,18/02/2024 12:14,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Bahrain,Manama,Namibia University of Science and Technology (NUST),Bachelors Degree,None,none,None,7-10 years,875701,887555,Must honour 30 day notice period (or longer),Female,Kpmg,Assistant Audit Manager,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,3.08
63-570-5024,15/08/2023 10:26,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Namibia,Windhoek,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,None,none,None,4 - 5 years,808784,944086,Must honour 30 day notice period (or longer),Female,Tate Group Of Companies,Group Accountant,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,4.54
63-570-5024,18/11/2023 8:22,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Namibia,Windhoek,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,None,none,None,1 - 2 years,885595,981045,Must honour 30 day notice period (or longer),Female,Tate Group Of Companies,Group Accountant,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.55
63-570-5024,30/08/2023 7:04,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,None,NA,none,1 - 2 years,925050,689461,Available immediately,Male,Pwc,Senior Associate,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.09
63-570-5024,11/02/2024 10:00,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Uganda,Kampala,The International University of Management,Bachelors Degree,None,none,None,2 - 3 years,1063930,674432,Must honour 30 day notice period (or longer),Female,Pkf Eastern Africa,Audit Manager,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.4
63-570-5024,23/06/2023 10:28,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Botswana,Gaborone,The Institute of Information Technology,Certificate,In My Final Stage Of Cfa Level,NA,none,0 - 1 years,1119488,966255,Available immediately,Male,Mazars Botswana,Senior Audit Manager,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,2.21
63-570-5024,10/06/2024 12:37,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Zimbabwe,Harare,The International University of Management,Certificate,None,CAZ,None,4 - 5 years,1100480,704440,Available immediately,Male,Ernst & Young,External Auditor,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,2.71
63-570-5024,14/07/2023 22:05,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Zimbabwe,Harare,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,None,none,None,11 - 13 years,875406,1096487,Available immediately,Male,none,none,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.17
63-570-5024,11/08/2023 11:19,Manager / Senior Manager | Audit & Assurance,Audit Namibia,South Africa,Pretoria,The International University of Management,Bachelors Degree,None,NA,CA(SA),4 - 5 years,805012,1131444,Available immediately,Male,Roux & Associates,Partner,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.96
63-570-5024,28/05/2024 9:07,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Sierra Leone,Freetown,Namibia University of Science and Technology (NUST),Certificate,None,ACCA Member,None,4 - 5 years,834908,936588,Must honour 30 day notice period (or longer),Male,Kpmg,Assistant Audit Manager,Mid-Senior Level,Full-time,Yes,80-89%,Experienced Hire,none,0
63-570-5024,19/06/2024 2:37,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Australia,Hobart,University of Namibia (UNAM),Diploma,None,Finance  Business,None,7-10 years,700138,1161239,Available immediately,Female,Deloitte. Audit & Assurance,Skill Academy Team Manager,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,0
63-570-5024,05/03/2024 14:00,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Rwanda,Kigali,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,None,none,None,Greater than 13 years,885252,762068,Must honour 30 day notice period (or longer),Male,Garnet Partners Certified Public Accountants,Senior Manager - Audit And Consulting,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,3.72
63-570-5024,26/03/2024 7:37,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,None,none,None,2 - 3 years,1149406,706751,Must honour 30 day notice period (or longer),Male,Sanlam Namibia,Internal Audit Clerk,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,4.74
63-570-5024,02/04/2024 16:38,Manager / Senior Manager | Audit & Assurance,Audit Namibia,South Africa,Cape Town,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,None,NA,"CA(SA) and Admitted Attorney (with the right of appearance in the High Court of South Africa, the Supreme Courtof Appeal or the Constitutional Court)",7-10 years,818729,1037474,Available immediately,Female,Hannes Zwiegers Incorporated,Director,Mid-Senior Level,Full-time,Yes,50-60%,Experienced Hire,none,3.09
63-570-5024,30/08/2023 7:04,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Namibia,Windhoek,The International University of Management,Bachelors Degree,Passed And Qualified As Public Accountants And Auditors Board Assessor,NA,none,5 - 7 years,1176877,1039504,Available immediately,Female,Cr Van Wyk Chartered Accountants And Auditors,Audit Manager,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,4.84
63-570-5024,18/03/2024 13:55,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Singapore,Singapore,The International University of Management,Bachelors Degree,None,none,None,7-10 years,821084,890002,Must honour 30 day notice period (or longer),Female,Ernst & Young,"Manager, Technology Risk",Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
63-570-5024,08/03/2024 10:45,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Masters Degree,None,none,None,2 - 3 years,1173984,790074,Must honour 30 day notice period (or longer),Female,Old Mutual Namibia,Group Compliance Officer (Risk And Compliance Specialist),Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.61
63-570-5024,30/08/2023 7:04,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Qualified Chartered Certified Accountant Member,NA,none,Greater than 13 years,676255,825368,Available immediately,Female,Pkf-Fcs Auditors,Audit Supervisor,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
63-570-5024,18/09/2023 15:01,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Kenya,Mombasa,University of Namibia (UNAM),Certificate,None,NA,CPA(k),Greater than 13 years,642993,876257,Available immediately,Male,none,none,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
63-570-5024,23/06/2023 6:47,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Malawi,Lilongwe,University of Namibia (UNAM),Matric Certificate,None,FCCA,None,2 - 3 years,917791,661671,Must honour 30 day notice period (or longer),Male,N/A,Senior Manager,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.99
63-570-5024,18/02/2024 1:36,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Zimbabwe,Harare,University of Namibia (UNAM),Bachelors Degree,None,CTA,None,7-10 years,1090104,1063765,Available immediately,Female,Pee International Pvt Ltd,Finance Manager,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.17
63-570-5024,17/07/2023 17:30,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Zimbabwe,Harare,University of Namibia (UNAM),Diploma,None,none,None,Greater than 13 years,648278,801900,Available immediately,Female,Decking World (Pvt) Ltd,Finance And Administration Manager,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,0
63-570-5024,28/07/2023 17:55,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Zimbabwe,Harare,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,None,none,None,0 - 1 years,849364,955125,Available at three months' notice,Female,Deloitte Zimbabwe,Assistant Manager,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,0
63-570-5024,30/08/2023 6:32,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,None,NA,none,Greater than 13 years,1016060,1008616,Available immediately,Female,Pwc,Audit Manager,Mid-Senior Level,Full-time,Yes,80-89%,Experienced Hire,none,5.61
63-570-5024,20/05/2024 16:11,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Certificate,Membership Number,NA,CA (Nam),4 - 5 years,964469,984749,Available at three months' notice,Male,Pricewaterhousecoopers Namibia,Assurance Manager,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.48
63-570-5024,02/07/2024 12:48,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Zimbabwe,Bulawayo,The International University of Management,Honours Degree/ Honours equivalent,None,NA,CA(SA),4 - 5 years,1089973,1031035,Available at more than two month's notice,Female,Orap,Finance Director,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.98
63-570-5024,25/10/2023 13:35,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Zimbabwe,Harare,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,None,Initial Test of Competence,None,0 - 1 years,1113597,889428,Available immediately,Female,Kpmg Zimbabwe,Senior Audit Associate,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.53
63-570-5024,31/10/2023 12:15,Manager / Senior Manager | Audit & Assurance,Audit Namibia,South Africa,Bloemfontein,University of Namibia (UNAM),Masters Degree,None,NA,CA(SA),7-10 years,707105,865863,Must honour 30 day notice period (or longer),Male,Auditor General Of South Africa,Assistant Manager,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.28
63-570-5024,10/12/2023 11:48,Manager / Senior Manager | Audit & Assurance,Audit Namibia,South Africa,Johannesburg,Namibia University of Science and Technology (NUST),Bachelors Degree,None,CTA  SAICA Board Exam,None,1 - 2 years,1038463,1120958,Must honour 30 day notice period (or longer),Male,Tuffias Sandberg,Audit Clerk,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.2
63-570-5024,23/02/2024 22:14,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Namibia,Walvis Bay,Namibia University of Science and Technology (NUST),Diploma,None,none,None,0 - 1 years,777434,1183103,Available immediately,Male,Kreston Zimbabwe,Senior Audit Associate,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.71
63-570-5024,06/07/2023 10:09,Manager / Senior Manager | Audit & Assurance,Audit Namibia,South Africa,Gauting,University of Namibia (UNAM),Matric Certificate,None,Currently pursuing masters in business management of commerce operations,None,Greater than 13 years,1151622,1062653,Must honour 30 day notice period (or longer),Female,Avbob South Africa,Department Head Underwritting Claims,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
63-570-5024,12/04/2024 17:05,Manager / Senior Manager | Audit & Assurance,Audit Namibia,United States,New York,Namibia University of Science and Technology (NUST),Masters Degree,None,none,None,0 - 1 years,736178,887433,Available at 2-weeks’ notice,Male,Crosscountry Consulting,Managing Consultant,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
63-570-5024,10/05/2024 8:33,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Zimbabwe,Harare,Namibia University of Science and Technology (NUST),Diploma,None,none,None,4 - 5 years,816031,1240071,Must honour 30 day notice period (or longer),Male,Pricewaterhousecoopers,Audit Supervisor,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
63-570-5024,12/12/2023 12:37,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,None,none,None,2 - 3 years,923707,1225500,Available immediately,Male,none,none,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.86
63-570-5024,07/10/2023 22:09,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Higher Diploma,None,none,None,0 - 1 years,1041586,995133,Available at 2-weeks’ notice,Male,Tlscontact Namibia,Plant Processing Engineer,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,5.08
63-570-5024,06/10/2023 22:21,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Zimbabwe,Harare,The International University of Management,Bachelors Degree,Pursuing My Acca Professional Qualification,none,None,5 - 7 years,806911,916343,Available immediately,Female,Blend Private Limited Usa,Audit Senior,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.16
